business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
E_kLUlU60fzoZYAOxbH_3w,Pain Institute of Southern Arizona,"4582 N 1st Ave, Ste 170",Tucson,AZ,85718,32.2891826,-110.9572299,2.5,43,1,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Pain Management, Doctors, Health & Medical, Osteopathic Physicians","{'Monday': '7:0-16:30', 'Tuesday': '7:0-16:30', 'Wednesday': '7:0-16:30', 'Thursday': '7:0-16:30', 'Friday': '7:0-16:30'}"
E-nhxuu3zbt02oCj_1AFng,Selah,"510 N 7th Ave, Ste 130",Tucson,AZ,85705,32.2280919,-110.9698038,5.0,60,1,"{'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Waxing, Hair Removal, Skin Care, Eyelash Service, Beauty & Spas","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
x8KYhsxbufQiYIK-4MRzHQ,West Coast Roofing,910 S Santa Rita Ave,Tucson,AZ,85749,32.2104465,-110.9535711,2.0,13,1,{'BusinessAcceptsCreditCards': 'True'},"Apartments, Roofing, Real Estate, Home Services","{'Monday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0'}"
HI4_NqeHMJOnMoVFNxaFyA,1-Hour Auto Glass,"2292 W Magee Rd, Ste 270",Tucson,AZ,85742,32.3475108,-111.0165608,3.5,21,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Glass Services, Automotive, Windshield Installation & Repair","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}"
X0V_PdBTS_SwNxMY2795ZA,Toys R Us,5355 E Broadway Blvd,Tucson,AZ,85711,32.2226061,-110.877255,3.5,12,0,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Toy Stores, Shopping",
h_3oLlQ_CFohwlzsrSZ6xQ,The Waxing Queen Of Tucson,2919 E Broadway Blvd,Tucson,AZ,85716,32.2218494,-110.92845,4.5,17,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BikeParking': 'True'}","Beauty & Spas, Hair Removal, Day Spas, Skin Care","{'Monday': '12:0-19:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '8:0-15:0'}"
Y6heWJJ9AmEL58fZwgi9YQ,Rosati's Pizza,2944 W Ina Rd,Tucson,AZ,85741,32.3387235226,-111.0303098651,4.0,58,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': False, u'saturday': False, u'sunday': False}""}","Sports Bars, Bars, Nightlife, Italian, Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}"
WveinioyAZg3dtt0zHsyHA,99 Cents Only Stores,7125 E Golf Links Rd,Tucson,AZ,85730,32.193246,-110.839627,4.0,17,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False'}","Discount Store, Shopping, Event Planning & Services, Party Supplies, Wholesalers, Professional Services","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-21:0'}"
pIUQz-zGw-Nu_Pu-qoTGuw,Western Endocrine Associates,"6365 E Tanque Verde Rd, Ste 200",Tucson,AZ,85715,32.2457767,-110.8573874,2.0,15,1,,"Health & Medical, Doctors, Endocrinologists, Internal Medicine, Dermatologists","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-12:0'}"
zzUxvYE-8Fj_dWqsPcagNg,The Cleaning Authority - Tucson,2140 S 4th Ave,Tucson,AZ,85713,32.196817,-110.9656358,2.0,25,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Professional Services, Home Cleaning, Office Cleaning","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
YG0OOMLP3MWYPKHpkA_mew,S&K Salon,"8567 N Silverbell Rd, Ste 111",Tucson,AZ,85743,32.3622562294,-111.1197053374,4.0,6,0,"{'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HairSpecializesIn': ""{'straightperms': True, 'coloring': True, 'extensions': False, 'africanamerican': False, 'curly': True, 'kids': True, 'perms': True, 'asian': True}"", 'GoodForKids': 'True'}","Men's Hair Salons, Waxing, Hair Salons, Skin Care, Hair Removal, Beauty & Spas","{'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '9:30-18:0'}"
WcSpc5mcfa7NUZ9GQgx0Tg,Endless Summer Tans,1708 E Speedway Blvd,Tucson,AZ,85719,32.2356889,-110.9464624,4.5,9,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}","Beauty & Spas, Eyelash Service, Skin Care, Tanning","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '11:0-18:0'}"
f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,853 East Grant Rd,Tucson,AZ,85719,32.2509598946,-110.9591583204,4.0,446,1,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'BYOB': 'False', 'Smoking': ""u'no'"", 'ByAppointmentOnly': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'Corkage': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'False', 'DogsAllowed': 'True'}","Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}"
scychO44eMoosS9iEBV7xw,Foot Massage Reflexology,7061 E Tanque Verde Rd,Tucson,AZ,85715,32.252342,-110.841512,4.0,21,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'AcceptsInsurance': 'False'}","Massage, Beauty & Spas","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '10:0-20:30'}"
2FR-xWttfR8qaODqcuExvw,Pls Check Cashers,3563 N Stone Ave,Tucson,AZ,85705,32.2717394,-110.9723419,2.0,5,1,,"Financial Services, Insurance, Check Cashing/Pay-day Loans, Auto Insurance, Automotive, Registration Services",
1vmx7_L210UBbOWLzrhepQ,Chicago Music Store,45 S 6th Ave,Tucson,AZ,85701,32.2213692,-110.9683558,4.0,44,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Electronics, Musical Instruments & Teachers, Shopping","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0'}"
KUx_q3nzqUINYgUTrZc9OA,Pita Pit,845 E University Blvd,Tucson,AZ,85719,32.2319918,-110.9584924,3.0,9,0,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'""}","Sandwiches, Restaurants",
Ot4bRWWO681vXZIgnLfjEA,Arizona Tile,756 E. Ft. Lowell,Tucson,AZ,85719,32.2643502,-110.9593721,4.5,16,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '4', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False'}","Shopping, Home Decor, Flooring, Home Services, Kitchen & Bath, Home & Garden, Building Supplies, Interior Design","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}"
FJDvhCGIwKuohPOK7JfLuA,Key One,,Tucson,AZ,85710,32.2165669,-110.8195292,5.0,73,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Keys & Locksmiths","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0'}"
5lcumCB7X0nH5PElagz1VA,Reid Park Mico's Corner Playground,900 S Randolph Way,Tucson,AZ,85716,32.2097330593,-110.925515358,4.5,6,1,"{'GoodForKids': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Active Life, Parks, Dog Parks","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
Vk3Up8OlB8h2ygVlvm8tBQ,Arcadia Landscape,2002 E 13th St,Tucson,AZ,85719,32.2185242,-110.9422112,3.0,5,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Masonry/Concrete, Gardeners, Tree Services, Landscape Architects, Landscaping, Irrigation, Shopping, Nurseries & Gardening, Home & Garden, Home Services","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}"
KDcHC6Es_jv4tloj0NP6gA,Family Air,2021 E 12th St,Tucson,AZ,85719,32.2201995,-110.9415829,4.5,116,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Heating & Air Conditioning/HVAC","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '8:0-17:0'}"
D7z_V6E8cxXghSRcHAmUPg,La Bella China Restaurant,5680 S 12th Ave,Tucson,AZ,85706,32.149473,-110.9781864,4.0,92,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Alcohol': ""'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Restaurants, Chinese","{'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-19:30', 'Saturday': '11:0-19:30'}"
fCRGXD-TTLgNhaC4mVFFJQ,El Con Health & Wellness Center,3402 E Broadway Blvd,Tucson,AZ,85716,32.2212624,-110.9200676,4.5,18,1,"{'AcceptsInsurance': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Beauty & Spas, Nutritionists, Medical Spas, Laser Hair Removal, Skin Care, Hair Removal, Health & Medical","{'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-15:0'}"
rrdSkNz4YG6eDgOq3ov0IQ,Thoroughbred Nissan,5163 E 22nd St,Tucson,AZ,85711,32.207596,-110.881629,3.5,92,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Automotive, Car Dealers, Auto Detailing, Auto Repair","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '9:0-18:0'}"
WZpCnvSQ-YGukju9r4Gd_A,Morales Landscapers,,Tucson,AZ,85705,32.2680738,-110.9923904,4.0,14,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Tree Services, Junk Removal & Hauling, Local Services, Gardeners, Pressure Washers, Lawn Services, Landscaping","{'Monday': '0:0-0:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:30-15:0', 'Friday': '6:0-21:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-17:0'}"
cvrIE1rLPWk-Nxb_ZNv5lA,Candlewood Suites Tucson,1995 W River Rd,Tucson,AZ,85704,32.303741804,-111.009323614,4.5,29,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2'}","Party & Event Planning, Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Jov0PmO5g5lXGQyPiEZyXw,Colonial Frontiers,244 S Park Ave,Tucson,AZ,85719,32.218948,-110.956573,5.0,5,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '4', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Furniture Stores, Antiques, Home & Garden","{'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-16:0'}"
xvAkaDEOOUloROkX0j4C-w,Dwight's Auto Glass & Tint,"1431 W Valencia, Ste 121",Tucson,AZ,85746,32.1329588,-110.9953214,3.0,23,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False'}","Car Stereo Installation, Shopping, Electronics, Automotive, Car Window Tinting, Auto Glass Services, Auto Detailing","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-13:0'}"
